title,artist,num_artists,artists_followers,artists_popularity,num_sections,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,fade_in,fade_out,time_signature,explicit,popularity,genre,date,liked
Break Free,Ariana Grande,2,48543824.5,81,11,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,214840,0.15093,210.57596,4,False,79,pop,2014-08-25,Yes
LLYLM,ROSALÍA,1,7389459,85,8,0.555,0.634,6,-5.522,0,0.273,0.129,2.32e-06,0.188,0.555,170.228,174045,0.238,171.69415,4,False,83,pop,2023-01-27,Yes
Hips Don't Lie (feat. Wyclef Jean),Shakira,2,14976292.5,80,9,0.778,0.824,10,-5.892,0,0.0707,0.284,0,0.405,0.758,100.024,218093,0.20317,212.28844,4,False,88,colombian pop,2005-11-28,Yes
GO GETTER,Abhir Hathi,1,19248,56,6,0.664,0.588,9,-9.773,1,0.242,0.531,0.00675,0.34,0.272,152.82,114510,0.1795,108.25143,4,True,48,urbano espanol,2023-04-13,Yes
MON ROI,Youssoupha,1,618652,54,7,0.658,0.452,1,-11.146,1,0.405,0.651,0,0.11,0.47,84.831,196453,0.44172,190.3572,4,True,54,french hip hop,2021-03-20,Yes
Until I Found You (Sped Up) - Heaven When I Held You Again How Could We Ever Just Be Friends,Hiko,1,66292,67,8,0.464,0.596,3,-6.721,1,0.0302,0.599,0.00196,0.248,0.464,139.861,123429,0.35374,116.18104,3,False,73,sped up,2022-09-02,Yes
Breathe Me,Sia,1,26390402,83,6,0.552,0.643,0,-7.36,1,0.0327,0.0364,0.74,0.105,0.212,120.012,272800,0.2146,264.75974,4,False,65,australian dance,2004-01-01,Yes
Una mirada (feat. Ska-P),La Pegatina,2,529327.5,56.5,11,0.608,0.889,2,-6.883,1,0.0448,0.00787,0.00378,0.185,0.834,177.954,203312,0.30762,199.204,4,False,46,rumba catalana,2015-05-05,Yes
Cariñito,Delaporte,1,53426,46,9,0.812,0.609,8,-7.798,1,0.0809,0.0471,0.00104,0.185,0.665,96.996,203187,0.0,194.84444,4,False,46,spanish indie pop,2018-02-23,Yes
Clap Clap,Delaporte,1,53426,46,10,0.715,0.518,7,-10.151,1,0.0694,0.0822,3.19e-05,0.101,0.116,135.05,225835,0.0,215.5218,4,False,41,spanish indie pop,2020-10-16,Yes
Munich,Editors,1,715294,54,9,0.173,0.872,7,-4.39,0,0.0533,0.00052,0.0353,0.324,0.39,149.361,226427,0.0,217.89606,4,False,62,indie rock,2005-01-01,Yes
Su Nota,Soto Asa,3,55958,46.666666666666664,11,0.816,0.562,1,-5.761,1,0.0418,0.0412,0.000725,0.0765,0.556,125.007,194046,3.77324,181.84708,4,False,54,urbano espanol,2022-08-12,Yes
En algún lugar,Duncan Dhu,1,668268,59,9,0.527,0.859,7,-6.685,1,0.0687,0.176,0.0866,0.157,0.443,74.214,235627,8.88163,232.54785,4,False,58,cantautor,2005-11-28,Yes
Electric Feel,MGMT,1,2797819,73,10,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04,229640,2.81542,214.01833,3,False,80,alternative rock,2007-12-14,Yes
Sigue Tu Camino,Dimension Latina,1,48019,59,10,0.76,0.635,2,-6.48,1,0.0409,0.618,4.35e-05,0.118,0.931,106.672,229355,0.0,225.87791,4,False,61,salsa,1996-01-17,Yes
Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - RobbieG Remix / Radio Edit,Crystal Waters,2,61054,52,7,0.636,0.83,2,-5.809,0,0.0491,0.186,0,0.116,0.244,122.983,191954,0.12082,187.38503,4,False,61,diva house,2015-11-20,Yes
Bailando,LA ÉLITE,1,11447,38,6,0.511,0.917,9,-4.585,1,0.0435,0.000869,5.78e-06,0.0718,0.724,170.072,136551,0.10444,132.51048,4,False,31,desconocido,2021-06-23,Yes
Young Folks,Peter Bjorn and John,1,363697,59,10,0.699,0.812,0,-6.005,1,0.0377,0.0164,0.000763,0.105,0.662,138.185,276693,0.26113,272.1843,4,False,78,alternative dance,2006-01-01,Yes
Destination Calabria - Radio Edit,Alex Gaudino,2,117899.5,61,11,0.627,0.954,2,-4.804,1,0.0425,0.0015,0.000814,0.292,0.312,128.016,223112,0.0,214.87746,4,False,78,disco house,2007-02-19,Yes
Hooked On A Feeling,Blue Swede,2,90905,61,6,0.547,0.82,8,-6.728,1,0.0805,0.261,0,0.3,0.933,118.208,172867,0.33655,163.94449,4,False,78,classic swedish pop,1973-04-01,Yes
Played-A-Live (The Bongo Song),Safri Duo,1,119693,54,14,0.634,0.97,8,-9.555,0,0.0568,0.0156,0.905,0.351,0.215,138.009,405693,4.52209,400.7706,4,False,43,eurodance,2001,Yes
Recuérdame (Arrullo),Gael Garcia Bernal,2,3188,48.5,3,0.591,0.143,4,-18.849,0,0.116,0.922,1.55e-05,0.122,0.0624,81.125,69813,0.15075,69.81333,3,False,50,movie tunes,2017-10-27,Yes
September,"Earth, Wind & Fire",1,3917663,73,11,0.697,0.809,9,-8.197,1,0.0302,0.114,0.000521,0.183,0.98,125.941,214827,0.08467,209.62975,4,False,0,disco,1992-09-08,Yes
Mala Mujer,C. Tangana,1,2458959,73,11,0.836,0.731,0,-4.572,0,0.133,0.238,2.19e-05,0.0698,0.473,100.974,222896,0.0,215.31863,4,False,62,urbano espanol,2017-05-26,Yes
Antes de Morirme (feat. ROSALÍA),C. Tangana,2,4924209,79,10,0.864,0.497,8,-8.886,0,0.18,0.0736,0.00308,0.108,0.133,97.93,199994,0.0,191.51237,4,False,76,urbano espanol,2016-07-05,Yes
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,2,12360544.5,77.5,9,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,214912,0.20644,211.03456,4,False,76,art pop,2013-02-01,Yes
Young And Beautiful,Lana Del Rey,1,24618525,91,13,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69e-05,0.11,0.151,113.986,236053,0.25048,227.61362,4,False,86,art pop,2013-01-01,Yes
Flashbacks,Ram Di Dam,1,3686,25,7,0.376,0.749,4,-6.043,1,0.0623,0.0155,1.53e-06,0.128,0.895,154.793,155920,0.238,152.11974,4,False,28,swedish indie rock,2009-04-22,Yes
Take on Me,a-ha,1,2015972,71,9,0.573,0.902,6,-7.638,0,0.054,0.018,0.00125,0.0928,0.876,84.412,225280,0.20871,205.79265,4,False,89,new romantic,1985-06-01,Yes
Lluvia,Mala Rodríguez,1,532313,56,3,0.662,0.87,1,-6.119,1,0.159,0.397,0,0.586,0.513,90.135,201946,0.18585,197.09679,4,False,35,latin hip hop,2013-01-01,Yes
Fiebre (Prod. King DouDou),Bad Gyal,1,973228,69,12,0.421,0.72,7,-6.257,1,0.0571,0.266,0,0.225,0.24,97.998,247500,0.0,240.36717,4,False,70,neoperreo,2016-11-11,Yes
Jungle (Radio Edit),Tash Sultana,1,1577362,62,11,0.541,0.718,1,-5.544,0,0.0295,0.178,0,0.0956,0.541,146.037,237568,0.33678,226.47583,4,False,0,australian reggae fusion,2016-12-19,Yes
Míol Mór Mara,Outsider,1,2444,18,12,0.317,0.875,9,-6.698,1,0.0555,0.00112,0.000158,0.28,0.376,179.979,225994,0.42381,217.35039,4,False,35,desconocido,2017-09-13,Yes
Gigantes,Shinova,1,46732,49,11,0.588,0.757,0,-7.29,0,0.0414,0.0985,0.0691,0.0898,0.656,141.762,203762,0.38281,192.42957,4,False,35,rock alternativo espanol,2021-02-26,Yes
"Aquí, ahora y así - Estrella Damm 2022",Santi Balmes,2,6607,41.5,6,0.597,0.667,7,-8.788,0,0.0425,0.149,0.00346,0.092,0.31,134.999,198165,0.07546,188.46477,4,False,48,desconocido,2022-06-27,Yes
Mañana voy a Burgos,La Maravillosa Orquesta del Alcohol,1,209251,56,7,0.394,0.788,9,-5.56,1,0.0409,0.00248,2.47e-05,0.342,0.562,182.965,144999,0.09261,133.78177,4,False,51,spanish indie pop,2021-12-17,Yes
Antiaéreo,Arde Bogotá,1,50706,59,8,0.538,0.938,2,-4.894,1,0.03,0.000508,0.214,0.408,0.735,130.008,184000,0.17973,177.63846,4,False,60,murcia indie,2020-03-02,Yes
Te debo una canción,Shinova,1,46732,49,10,0.506,0.778,5,-6.495,0,0.0309,0.409,0.11,0.177,0.801,167.949,211491,0.24862,205.49078,4,False,53,rock alternativo espanol,2021-02-26,Yes
El Bien,Viva Suecia,1,97024,58,5,0.264,0.875,9,-3.222,1,0.0551,0.00208,0.00771,0.176,0.403,64.319,206227,0.0,192.30766,4,False,62,murcia indie,2022-10-06,Yes
La Inmensidad,La Maravillosa Orquesta del Alcohol,1,209251,56,9,0.599,0.395,6,-7.723,0,0.0297,0.173,0,0.0618,0.364,130.903,207140,0.24975,198.66994,3,False,52,spanish indie pop,2017-09-29,Yes
La sonrisa intacta,Shinova,1,46732,49,9,0.657,0.548,8,-7.267,1,0.045,0.395,0.000689,0.0958,0.599,135.143,206872,0.0,198.25778,4,False,54,rock alternativo espanol,2021-02-26,Yes
Me Rehúso,Danny Ocean,1,5004895,77,8,0.744,0.804,1,-6.327,1,0.0677,0.0231,0,0.0494,0.426,104.823,205715,0.0,199.73805,4,False,79,pop venezolano,2016-09-16,Yes
Guaya Guaya,Don Omar,1,9434359,82,9,0.788,0.873,7,-2.322,1,0.117,0.00607,0.00052,0.0908,0.703,91.981,193613,0.31342,187.42567,4,False,78,latin hip hop,2015-06-16,Yes
Yo Te Esperaré,Cali Y El Dandee,1,3920344,68,10,0.481,0.81,9,-5.704,1,0.133,0.234,0,0.0809,0.328,175.697,232253,0.24961,226.00562,4,False,71,colombian pop,2012-01-01,Yes
hurts like hell,Wrabel,1,240847,61,11,0.386,0.714,0,-6.529,1,0.08,0.0237,0,0.0904,0.116,105.731,237432,2.24653,225.59348,4,False,0,alt z,2020-02-05,Yes
L'amor fa calor,Renaldo & Clara,1,8320,36,7,0.765,0.417,5,-8.741,0,0.0463,0.0227,0.00835,0.082,0.792,190.069,171560,0.17406,163.23048,4,False,32,indie catala,2020-09-18,Yes
Dall'altra parte del mondo,Gregorio Sanchez,1,1474,17,8,0.488,0.356,9,-10.613,1,0.0512,0.735,0.00756,0.187,0.36,111.078,219520,0.0,210.9649,3,False,14,desconocido,2020-06-26,Yes
L'ultima festa,Cosmo,1,185938,49,10,0.677,0.768,1,-6.228,1,0.2,0.257,0,0.0909,0.566,120.039,235347,0.28649,231.50294,4,False,55,italian alternative,2016-04-08,Yes
CULT,Emis Killa,1,1521707,71,12,0.774,0.861,1,-4.384,1,0.132,0.133,0,0.105,0.502,100.005,226547,0.2483,220.49088,4,False,48,italian hip hop,2016-10-14,Yes
Grave,Eddy de Pretto,1,499666,52,14,0.57,0.66,11,-7.194,0,0.0675,0.15,0,0.0907,0.0842,119.777,235680,0.24231,228.83846,5,True,46,french pop,2018-11-09,Yes
Amour plastique,Videoclub,1,436890,57,8,0.7,0.354,6,-14.043,0,0.0345,0.765,0.00158,0.128,0.245,119.965,227027,1.00939,218.523,4,False,70,french indie pop,2018-09-08,Yes
CORALINE,Måneskin,1,7450692,80,6,0.363,0.678,2,-4.939,0,0.0995,0.0299,0,0.324,0.321,162.124,300413,0.13383,289.88373,4,False,74,indie rock italiano,2021-03-19,Yes
Viento de oeste,Love of Lesbian,1,577236,57,12,0.415,0.769,0,-7.498,1,0.042,0.0806,0.00168,0.115,0.236,105.935,288769,4.04027,274.7385,4,False,38,cantautor,2021-04-16,Yes
Un Ramito de Violetas,Cecilia,1,72470,42,14,0.329,0.227,9,-16.514,0,0.0469,0.937,2.65e-05,0.465,0.319,73.807,252667,0.20063,246.23601,4,False,52,cancion melodica,1992-03-05,Yes
Entre tú y mil mares,Laura Pausini,1,2307647,69,11,0.606,0.738,1,-4.159,0,0.0316,0.518,0,0.158,0.258,110.99,228493,3.96481,222.63873,4,False,69,europop,2000-09-12,Yes
GASOLINE,Måneskin,1,7450692,80,8,0.568,0.691,5,-3.744,0,0.0632,0.000204,0.0464,0.109,0.337,128.044,221062,2.26975,215.34766,4,False,69,indie rock italiano,2023-01-20,Yes
I WANNA BE YOUR SLAVE,Måneskin,1,7450692,80,10,0.75,0.608,1,-4.008,1,0.0387,0.00165,0,0.178,0.958,132.507,173347,0.1449,165.18095,4,True,84,indie rock italiano,2021-03-19,Yes
Niña kamikaze,Shinova,1,46732,49,10,0.481,0.839,0,-5.145,1,0.0448,0.0404,0,0.127,0.532,163.017,219640,0.0,214.16345,4,False,40,rock alternativo espanol,2016-09-16,Yes
Doce meses (El año del maravilloso desastre),Shinova,1,46732,49,10,0.574,0.731,10,-5.843,1,0.0314,0.00669,1.37e-05,0.207,0.373,124.923,273867,0.0,266.04263,4,False,37,rock alternativo espanol,2016-09-16,Yes
Morirò da Re,Måneskin,1,7450692,80,10,0.605,0.881,10,-2.563,1,0.153,0.123,0,0.038,0.928,193.788,157880,0.19683,154.33144,4,False,69,indie rock italiano,2018-10-26,Yes
Planeador,Love of Lesbian,1,577236,57,10,0.584,0.827,5,-6.302,1,0.0557,0.0576,0,0.11,0.452,140.111,337200,3.63392,321.78214,4,False,44,cantautor,2016-03-04,Yes
Nothing In My Way,Keane,1,2984253,73,11,0.397,0.783,10,-7.099,0,0.028,0.00203,1.92e-06,0.105,0.855,172.491,239987,0.17995,222.0118,4,False,0,neo mellow,2013-01-01,Yes
Fête de trop,Eddy de Pretto,1,499666,52,8,0.652,0.387,10,-8.793,1,0.0976,0.123,0,0.136,0.442,139.716,156853,0.22263,151.10966,4,True,29,french pop,2018-11-09,Yes
Te lo prometto,Il Tre,1,342945,55,9,0.804,0.841,10,-5.106,0,0.195,0.144,0,0.248,0.637,121.949,184968,0.0,180.42485,4,False,53,italian hip hop,2020-06-18,Yes
Solo quiero bailar,Zenttric,1,13785,34,11,0.659,0.891,7,-3.143,0,0.0259,0.128,0,0.0999,0.583,138.989,184333,0.41175,171.96118,4,False,53,desconocido,2009-04-10,Yes
Mirlo Blanco,Shinova,1,46732,49,14,0.613,0.679,9,-8.379,1,0.031,0.00826,2.95e-05,0.223,0.467,130.005,274727,0.4049,269.7172,4,False,35,rock alternativo espanol,2018-10-05,Yes
Embrujada,Tino Casal,1,102187,39,15,0.725,0.942,10,-3.94,0,0.125,0.0102,0.00921,0.12,0.764,120.803,265800,3.6049,254.18884,4,False,46,spanish new wave,2003-02-28,Yes
Untz Untz,Dimitri Vegas & Like Mike,3,1317704.3333333333,60,8,0.678,0.967,0,-5.296,1,0.089,0.00596,0.73,0.0694,0.31,138.019,198584,0.0,188.78984,3,False,54,belgian dance,2019-05-17,Yes
PILLOWTALK,ZAYN,1,22342885,75,7,0.588,0.702,11,-4.271,1,0.0496,0.104,0,0.089,0.429,124.909,203686,0.20082,198.98921,4,True,63,pop,2016-08-22,Yes
L'amour Toujours (Small Mix),Gigi D'Agostino,1,766313,68,10,0.637,0.878,7,-4.449,1,0.0302,0.0775,0.0227,0.364,0.742,139.053,242053,0.39379,233.15157,4,False,65,eurodance,2014-05-30,Yes
Keii,Anuel AA,1,29802251,88,9,0.708,0.797,0,-3.095,0,0.0391,0.4,0,0.096,0.51,88.015,210000,0.0,203.90604,4,False,69,reggaeton,2020-02-07,Yes
Break My Stride,Matthew Wilder,1,39422,58,9,0.917,0.588,10,-11.047,1,0.0607,0.195,0,0.0914,0.828,110.077,184480,0.71361,169.56952,4,False,76,new wave pop,1983-03-19,Yes
Chemtrails Over The Country Club,Lana Del Rey,1,24618525,91,13,0.334,0.276,4,-13.125,0,0.0643,0.877,0.000249,0.113,0.429,201.025,271177,0.2,264.63782,3,False,74,art pop,2021-03-19,Yes
Судно (Борис Рижий),Molchat Doma,1,998796,62,6,0.484,0.749,1,-4.176,1,0.0687,0.699,0.861,0.105,0.468,160.006,141395,0.0,130.59483,4,False,0,belarusian indie,2018-09-07,Yes
El ataque de las chicas cocodrilo,Hombres G,1,3831173,71,10,0.506,0.809,10,-5.754,1,0.0539,0.0291,0.000234,0.0909,0.559,119.651,184360,2.39166,182.13152,4,False,75,latin alternative,1986,Yes
You And Me,Lifehouse,1,1937566,63,8,0.461,0.446,7,-7.703,1,0.0267,0.1,0,0.169,0.375,139.868,195493,0.11619,186.6478,3,False,0,neo mellow,2005-01-01,Yes
Truthfully,DNCE,1,4507918,68,7,0.723,0.643,8,-6.861,1,0.0351,0.32,0,0.332,0.548,102.015,182653,5.54957,175.16553,4,False,63,dance pop,2016-11-18,Yes
Old News,Mitch James,1,67717,43,11,0.693,0.658,5,-7.408,1,0.0398,0.0896,2.06e-05,0.12,0.487,100.987,230267,0.1683,222.3717,4,False,0,nz pop,2018-08-31,Yes
7 Minutes,Dean Lewis,1,2579371,75,9,0.613,0.739,10,-6.478,1,0.0311,0.526,0,0.149,0.712,104.966,211453,0.11605,203.77252,4,False,60,australian pop,2019-01-18,Yes
NO MILK (FREESTYLE),Adam Oh,1,35771,47,5,0.77,0.779,1,-7.154,1,0.369,0.226,0,0.337,0.937,147.905,107750,0.0,107.74998,4,True,22,desconocido,2021-08-20,Yes
305,Shawn Mendes,1,41757138,83,9,0.562,0.869,6,-5.38,1,0.058,0.205,0.0293,0.122,0.928,164.936,189072,0.1956,182.42757,4,False,63,canadian pop,2020-12-04,Yes
I Will Wait,Mumford & Sons,1,6500383,72,11,0.486,0.769,1,-5.14,1,0.0341,0.0119,0.00832,0.197,0.393,131.286,276720,0.0,267.95828,4,False,55,modern folk rock,2012-09-21,Yes
Quebradizo,Juana,1,802,17,8,0.535,0.395,1,-7.028,1,0.0297,0.366,0,0.113,0.243,140.416,193714,2.06077,182.44499,4,False,32,desconocido,2020-01-20,Yes
Por Si Apareces,Alice Wonder,1,64968,44,9,0.48,0.408,7,-10.184,0,0.0497,0.648,0,0.0977,0.474,119.43,273506,0.54585,263.74966,5,False,46,spanish indie pop,2021-05-14,Yes
Yo Quisiera,Alice Wonder,1,64968,44,8,0.382,0.366,6,-10.679,1,0.0978,0.645,8.74e-06,0.285,0.167,95.041,179713,0.6454,175.87373,3,False,45,spanish indie pop,2022-12-19,Yes
una luz,Gus,1,15480,44,6,0.629,0.251,6,-13.395,1,0.0376,0.826,1.11e-05,0.0914,0.606,115.032,176040,2.30458,167.32298,3,False,0,desconocido,2020-05-15,Yes
Too Many Drugs,Rigoberta Bandini,1,207678,56,13,0.777,0.721,9,-7.751,1,0.0522,0.0641,0.193,0.102,0.476,114.993,328996,0.0,318.43265,4,False,49,spanish indie pop,2020-02-28,Yes
Pero a tu lado,Los Secretos,1,414265,55,12,0.482,0.857,6,-4.841,1,0.105,0.367,6.5e-05,0.0756,0.87,79.105,195227,0.86494,187.83781,4,False,64,cantautor,1995-01-01,Yes
Wait a Minute!,WILLOW,1,2305560,72,9,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-05,0.0943,0.672,101.003,196520,0.11601,189.5677,4,False,83,afrofuturism,2015-01-11,Yes
Duele El Amor,Aleks Syntek,2,1055318,60.5,12,0.674,0.774,6,-6.004,0,0.0349,0.325,1.52e-06,0.323,0.702,129.951,275373,0.32526,266.85532,4,False,72,latin arena pop,2004-01-01,Yes
A San Fernando un Ratito a Pie y Otro Caminando,Manolo Garcia,1,610093,57,9,0.56,0.918,6,-4.399,0,0.0735,0.132,2.4e-06,0.435,0.743,135.251,227667,0.27837,223.38757,4,False,60,cantautor,1998-11-14,Yes
The Hum,Dimitri Vegas & Like Mike,2,1911710,64.5,8,0.729,0.947,11,-3.103,0,0.0458,0.211,0.822,0.367,0.209,130.005,211000,0.0,204.28915,4,False,52,belgian dance,2015-10-16,Yes
Undercover Martyn,Two Door Cinema Club,1,2296211,68,8,0.444,0.873,2,-4.877,1,0.119,0.000233,1.01e-05,0.0951,0.616,159.888,166573,0.08694,161.36707,4,False,0,indie rock,2010-02-07,Yes
Ella Elle L A,Kate Ryan,1,79394,55,10,0.56,0.861,4,-4.383,0,0.033,0.00283,4.98e-05,0.229,0.561,124.917,184693,0.0,179.98367,4,False,62,belgian pop,2008-01-01,Yes
Turn On The Lights again.. (feat. Future),Fred again..,3,6195186.333333333,80.33333333333333,12,0.683,0.887,6,-4.944,0,0.0497,0.0125,0.446,0.318,0.551,132.007,267947,0.45868,262.35065,4,False,73,edm,2022-01-17,Yes
Take Me To Church,Hozier,1,5703647,79,10,0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,241688,0.30776,228.5366,4,False,85,irish singer-songwriter,2014-07-20,Yes
Lot to Learn,Luke Christopher,1,171034,46,9,0.405,0.846,6,-3.57,1,0.195,0.0948,0,0.0666,0.602,82.232,248337,0.2381,243.3161,4,True,61,indie pop rap,2015-09-11,Yes
Tainted Love,Soft Cell,1,616044,63,6,0.5,0.501,0,-8.284,0,0.0376,0.462,0,0.26,0.623,144.438,153800,0.22626,153.8,4,False,82,new romantic,1981,Yes
Cocidito Madrileño,Manolo Escobar,1,106250,45,8,0.653,0.367,1,-11.563,1,0.0501,0.816,0,0.0716,0.867,122.807,193133,0.52839,186.43301,4,False,23,copla,2015-10-16,Yes
More Than This,One Direction,1,31520683,85,10,0.498,0.715,0,-4.446,1,0.0315,0.0607,0,0.274,0.225,151.809,229107,0.75438,224.5834,4,False,66,boy band,2012-05-25,Yes
Story of My Life,One Direction,1,31520683,85,12,0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,245493,0.31932,237.53433,4,False,85,boy band,2013-11-25,Yes
too many feelings,Ruel,1,1887703,68,9,0.754,0.706,5,-6.145,1,0.0923,0.237,3.46e-05,0.097,0.536,81.943,186935,0.33088,182.18958,4,False,55,alt z,2021-02-11,Yes
Half a Heart,One Direction,1,31520683,85,7,0.515,0.714,0,-4.516,1,0.0348,0.286,0,0.118,0.495,155.954,188547,0.38181,177.16824,4,False,68,boy band,2013-11-25,Yes
Al Final Del Verano,Marco Eguren,2,587,6,10,0.804,0.496,10,-12.001,1,0.0374,0.0292,1.16e-06,0.128,0.856,130.05,232678,0.1454,229.76726,4,False,0,desconocido,2020-09-18,Yes
Boys,Charli XCX,1,2868154,75,9,0.867,0.545,2,-5.192,1,0.0625,0.0646,0.000289,0.0505,0.525,139.943,162586,0.0,158.63293,4,False,61,art pop,2017-07-26,Yes
Contamíname - En Directo,Ana Belén,2,353549,53,4,0.469,0.685,2,-10.442,1,0.612,0.7,0,0.97,0.594,87.991,208307,2.23492,208.30667,4,False,48,cancion melodica,1994-05-09,Yes
Y Sin Embargo,Joaquín Sabina,1,2846422,67,16,0.693,0.538,7,-8.009,1,0.0733,0.676,2.22e-06,0.243,0.561,168.763,271093,0.22662,256.55148,4,False,50,cantautor,2014-06-16,Yes
Gran Hermano,Carmen Boza,1,35826,34,8,0.663,0.792,6,-6.199,0,0.0373,0.0793,3.95e-05,0.391,0.709,103.011,235942,0.12195,233.0877,4,False,24,cantautor,2018-05-11,Yes
Insurrección (con Manolo García),Miguel Ríos,2,428286.5,56,10,0.652,0.658,3,-5.756,1,0.0305,0.466,0,0.104,0.356,124.977,227973,0.34249,217.44327,4,False,54,cantautor,2002-05-17,Yes
Mañana,Mikel Erentxun,1,141747,56,12,0.545,0.766,11,-6.373,1,0.0615,0.29,0.00186,0.437,0.532,95.17,289933,1.4273,281.4665,4,False,52,cantautor,2003-03-31,Yes
Yo Me Bajo en Atocha,Joaquín Sabina,1,2846422,67,9,0.46,0.534,9,-6.494,1,0.0424,0.186,4.7e-05,0.0389,0.312,126.363,295280,5.27673,283.95682,4,False,40,cantautor,2014-06-16,Yes
El último verano,Pole.,2,81972.5,46.5,5,0.738,0.733,10,-7.777,0,0.0787,0.76,7.53e-06,0.15,0.725,105.031,200046,0.31923,194.0898,4,True,50,spanish pop,2019-04-21,Yes
Quédate conmigo,Pole.,2,82247,50,12,0.58,0.715,1,-4.74,1,0.0397,0.677,0,0.243,0.46,145.91,216059,0.08118,210.37859,4,False,62,spanish pop,2019-12-08,Yes
DISCO-CAFÉ,Cabiria,1,3437,25,13,0.671,0.706,7,-6.972,1,0.0302,0.0165,0.0088,0.45,0.478,119.99,246600,0.23823,233.82494,4,False,24,tontipop,2021-05-28,Yes
Womanizer,Britney Spears,1,12401892,80,11,0.724,0.695,11,-5.226,1,0.0622,0.073,0,0.0889,0.235,139.0,224400,0.43542,220.57214,4,False,79,dance pop,2008-12-02,Yes
Morena mía,Miguel Bosé,1,2466882,68,15,0.712,0.676,9,-7.313,0,0.153,0.191,0.0665,0.125,0.869,79.994,291440,0.09342,276.27682,4,False,69,latin pop,2001-11-06,Yes
Niña Piensa en Tí - Selecta Remix,Los Caños,2,46693.5,44,9,0.575,0.676,2,-6.849,0,0.0473,0.00928,0,0.709,0.262,140.116,174607,0.20317,168.96,4,False,38,pop flamenco,2021-10-22,Yes
Dark Horse (Hardstyle),PXSEIDON,1,5335,55,6,0.391,0.946,1,-3.457,1,0.196,0.0541,9.37e-06,0.251,0.385,169.969,108706,0.0,104.1473,4,False,52,gym hardstyle,2022-08-12,Yes
SET FIRE TO THE RAIN HARDSTYLE,SICK LEGEND,1,148867,70,8,0.531,0.936,4,-1.786,0,0.137,0.028,0,0.0923,0.657,174.869,150857,0.0,143.52834,4,False,65,gym hardstyle,2022-07-11,Yes
Running With The Wolves,AURORA,1,3017893,72,11,0.531,0.568,5,-5.53,1,0.0571,0.253,7.7e-05,0.26,0.438,164.127,194760,0.44621,187.72173,4,False,64,art pop,2016-03-11,Yes
Miss You - Sped Up Version,southstar,1,96583,67,7,0.592,0.64,0,-12.339,1,0.0475,0.181,0.801,0.14,0.143,173.999,170984,0.0,162.46422,4,True,62,desconocido,2022-10-12,Yes
Lemon Tree,Post Malone,1,40912485,88,11,0.611,0.584,11,-6.897,0,0.0301,0.083,0,0.432,0.181,116.106,243486,0.0,237.8536,4,True,71,dfw rap,2022-06-03,Yes
Gangsta's Paradise,Coolio,2,468629,68.5,10,0.647,0.514,8,-10.05,1,0.0593,0.0655,0,0.398,0.386,79.975,240693,0.30766,240.69333,4,False,88,g funk,1995-11-07,Yes
Superpoderes,Recycled J,2,114090.5,59,11,0.813,0.625,10,-6.565,0,0.0864,0.614,1.04e-06,0.0884,0.726,108.704,220183,0.0,211.1971,4,False,48,spanish hip hop,2020-06-03,Yes
Rueda,Chimbala,1,536195,63,10,0.888,0.916,9,-2.196,1,0.0922,0.163,4.36e-06,0.0519,0.96,130.038,210528,0.0,206.00745,4,False,60,dembow,2019-07-19,Yes
Love In The Dark,Adele,1,49116308,85,14,0.331,0.341,9,-6.057,0,0.0309,0.528,0,0.109,0.152,109.821,285935,0.19179,273.14795,4,False,84,british soul,2015-11-20,Yes
When We Were Young,Adele,1,49116308,85,13,0.376,0.595,3,-5.936,1,0.0496,0.303,0,0.095,0.265,144.361,290900,3.18694,277.58875,4,False,81,british soul,2015-11-20,Yes
Chasing Pavements,Adele,1,49116308,85,11,0.616,0.47,5,-6.092,0,0.0253,0.291,0,0.111,0.325,80.03,210507,0.24304,202.86113,4,False,64,british soul,2008-11-17,Yes
Imitadora,Romeo Santos,1,19001354,82,12,0.737,0.709,8,-6.889,0,0.045,0.333,0,0.289,0.556,125.997,234829,2.47873,229.56409,4,False,79,bachata,2017-07-21,Yes
Anti-Hero - ILLENIUM Remix,Taylor Swift,2,39094345,86.5,10,0.6,0.722,1,-4.865,0,0.0438,0.169,0.00017,0.288,0.388,96.957,267960,0.21451,261.45087,4,False,63,pop,2022-11-18,Yes
Corazon Latino,David Bisbal,1,4420137,69,7,0.727,0.976,6,-5.221,0,0.0881,0.0683,0,0.644,0.85,120.038,175360,0.1795,170.66667,4,False,50,latin arena pop,2002-01-01,Yes
