title,artist,num_artists,artists_followers,artists_popularity,num_sections,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,fade_in,fade_out,time_signature,explicit,popularity,genre,date,liked
1% - Remix,Papi Sousa,4,363252,62,11,0.416,0.495,10,-6.515,1,0.129,0.863,0,0.178,0.362,182.966,290053,0.52766,281.362,4,True,60,trap boricua,2023-03-24,No
GTA,LJK,2,1038.5,48.5,10,0.774,0.769,2,-6.06,0,0.0452,0.214,0.000226,0.124,0.785,139.964,157714,0.0,149.46104,4,True,69,desconocido,2023-03-10,No
3 Caras,DELLAFUENTE,1,758804,67,7,0.857,0.714,0,-6.264,1,0.0487,0.13,0.000293,0.168,0.619,133.055,134961,0.20299,129.66023,4,False,55,flamenco urbano,2023-04-14,No
Connie Nikas (feat. Natalia Lacunza),L'haine,3,75641.33333333333,44,8,0.629,0.621,5,-5.761,0,0.0908,0.565,0.00463,0.109,0.302,99.95,182400,0.0,172.70422,4,False,47,urbano espanol,2023-03-17,No
Ni soy santo...,DELLAFUENTE,2,380971,55,11,0.658,0.708,7,-6.589,1,0.0647,0.399,3.35e-06,0.0939,0.364,97.476,187046,0.44549,178.6079,3,False,54,flamenco urbano,2023-03-31,No
CASANOVA,Recycled J,1,209901,63,8,0.712,0.536,0,-8.758,1,0.15,0.0421,1.05e-05,0.122,0.191,166.901,186562,0.0,171.89153,4,False,57,spanish hip hop,2023-03-17,No
Rara Vez,Taiu,2,261360,75,8,0.838,0.708,5,-4.668,0,0.166,0.176,0,0.343,0.96,119.984,128677,0.35977,124.70857,4,False,91,trap argentino,2023-02-08,No
AMIRA,3dnan,2,3359.5,39,8,0.756,0.727,7,-4.214,0,0.0535,0.121,0.000569,0.144,0.416,97.993,191020,0.0,184.86568,4,False,48,desconocido,2023-02-24,No
Besos Flácidos,daviid_328,1,2047,44,6,0.906,0.508,0,-14.944,0,0.145,0.392,0.00137,0.122,0.664,110.025,157440,0.2624,140.77098,4,False,3,desconocido,2022-11-28,No
Llenito de Besos,Juancho Marqués,2,74059.5,43.5,6,0.711,0.432,9,-8.736,0,0.434,0.639,7.25e-06,0.363,0.382,95.013,176842,2.06077,167.27655,4,True,0,spanish hip hop,2018-04-27,No
Cuando Me Miras (feat. Enry-K),C. Tangana,2,1235204.5,58.5,5,0.825,0.57,9,-6.768,0,0.0527,0.411,6e-05,0.154,0.363,120.028,143127,0.0,143.12708,4,False,47,urbano espanol,2018-04-20,No
Buenos Genes,Rels B,2,3012730.5,74.5,12,0.804,0.535,4,-8.603,0,0.143,0.486,0,0.108,0.628,151.957,245191,0.0,227.21887,4,True,0,r&b en espanol,2018-04-06,No
13 de Agosto,Juancho Marqués,2,73956.5,36,8,0.557,0.497,4,-10.71,1,0.085,0.731,4.87e-06,0.11,0.287,104.807,213705,0.0,208.55002,4,False,0,spanish hip hop,2017-01-06,No
Mary Jane,Rels B,1,5266657,82,12,0.757,0.632,7,-9.04,0,0.259,0.391,0,0.161,0.592,140.096,262060,0.0,256.4702,4,True,0,r&b en espanol,2015-10-17,No
Demasiao Tarde,C. Tangana,1,2458959,73,9,0.829,0.507,10,-10.958,0,0.106,0.109,0.000192,0.149,0.0747,105.009,205933,0.0,196.95166,4,True,32,urbano espanol,2017-10-03,No
La Canción del Verano,La La Love You,1,82899,59,9,0.567,0.959,8,-3.399,1,0.0552,0.00199,0,0.113,0.57,117.069,201481,0.0,195.56425,4,False,41,spanish indie pop,2021-03-12,No
Ya No Te Veo,DELLAFUENTE,2,406007.5,53,6,0.718,0.645,7,-7.91,0,0.0404,0.0404,3.07e-05,0.0672,0.467,107.002,206031,0.53433,181.94576,4,False,51,flamenco urbano,2018-12-13,No
18+1,Alvaro Diaz,2,236021.5,62,7,0.603,0.709,2,-6.893,1,0.0367,0.0772,0,0.709,0.35,84.508,181040,3.0302,176.21043,4,False,59,trap boricua,2021-10-29,No
Envuelto en Llamas,Los Rebujitos,1,491006,57,8,0.644,0.837,11,-5.457,1,0.179,0.315,0,0.113,0.783,129.848,202227,0.0,192.78947,4,False,35,carnaval cadiz,2016-05-20,No
Papel - feat. Morad,Rim'K,2,1425600,69,9,0.798,0.768,2,-7.631,0,0.0994,0.473,0.000597,0.065,0.697,129.932,212796,0.40417,205.62431,4,True,62,arabic hip hop,2021-08-27,No
TOUT VA BIEN (feat. Ninho & Naps),Alonzo,3,4181581.6666666665,72.33333333333333,8,0.66,0.72,3,-5.874,0,0.0753,0.301,0,0.226,0.628,99.937,192960,0.15714,190.3572,4,True,73,french hip hop,2022-05-20,No
Nadie Lo Sabe,Maka,2,296848,55.5,10,0.554,0.55,9,-7.004,0,0.0352,0.281,0,0.11,0.195,149.928,216765,0.4005,210.20444,3,False,30,flamenco urbano,2021-12-09,No
Ya No Me Acuerdo,Estopa,1,1745337,68,9,0.733,0.392,9,-8.906,0,0.0624,0.503,0,0.209,0.423,133.919,170053,0.10993,166.88762,4,False,61,pop flamenco,2004-02-24,No
CHIMBITA,Feid,2,2895915,81.5,9,0.683,0.673,1,-4.434,0,0.2,0.14,1.02e-06,0.109,0.507,185.942,156533,2.01433,156.53334,4,True,65,colombian pop,2020-12-11,No
NIKE TECH,Ashafar,5,274216.8,60.8,11,0.89,0.833,6,-5.289,0,0.283,0.0406,2.19e-06,0.0705,0.688,143.013,230177,0.12794,227.76454,4,True,54,dutch hip hop,2021-03-11,No
Te Pienso,JC Reyes,2,181686.5,64,10,0.759,0.553,4,-8.572,0,0.17,0.42,0,0.109,0.915,89.919,226000,0.0,211.1971,4,False,0,flamenco urbano,2021-03-03,No
La Seleçao,Alonzo,3,3947573,73,11,0.825,0.878,9,-5.485,0,0.186,0.128,8.94e-05,0.0963,0.847,126.994,197520,0.14481,185.56807,4,True,66,french hip hop,2021-03-25,No
Guaraná (17:44 pm),Pepe : Vizio,3,49668.333333333336,57.333333333333336,11,0.723,0.722,8,-4.869,1,0.176,0.31,4.34e-06,0.0864,0.522,176.072,220856,0.0,216.58994,4,True,40,urbano espanol,2021-06-18,No
Limitless,Jul,1,7475922,82,11,0.905,0.874,5,-5.021,0,0.0683,0.359,1.25e-06,0.0688,0.74,130.004,204547,0.4761,197.69469,4,True,58,french hip hop,2021-06-25,No
Antes de dormir - Remix,David Marley,3,82065,40.333333333333336,11,0.827,0.543,5,-7.804,0,0.295,0.535,0.00565,0.126,0.479,124.934,190000,0.06966,184.13425,4,False,41,desconocido,2021-08-27,No
FUMETEO - Remix,Feid,3,3871894.3333333335,86.33333333333333,9,0.731,0.849,4,-4.607,0,0.0431,0.0492,1.07e-05,0.105,0.606,93.982,214880,0.3366,202.39093,4,False,69,colombian pop,2021-11-26,No
D X VIDA,Alejo,2,97418.5,69.5,8,0.706,0.809,0,-4.391,0,0.0627,0.492,6.09e-05,0.278,0.613,81.507,182625,0.0,174.98558,4,True,64,reggaeton,2023-03-30,No
Magua Con Miel,Choclock,1,64747,44,4,0.587,0.477,4,-8.653,0,0.0516,0.0949,0.062,0.0864,0.322,135.818,72629,2.21751,66.28136,4,True,31,r&b en espanol,2022-06-24,No
Arena Negra,Choclock,1,64747,44,9,0.714,0.549,9,-7.372,1,0.0544,0.45,0,0.0897,0.531,143.865,205141,0.11029,197.8166,4,False,41,r&b en espanol,2022-06-24,No
Aguilera,Choclock,2,41997.5,50,10,0.857,0.475,8,-7.612,1,0.146,0.407,0.000239,0.132,0.508,90.02,232206,0.30186,225.77924,4,True,42,r&b en espanol,2022-06-24,No
Malvasía,Choclock,2,58597,47,10,0.743,0.414,5,-7.098,1,0.161,0.407,4.28e-05,0.202,0.303,80.003,232421,2.17107,226.85896,4,False,40,r&b en espanol,2022-06-24,No
Somos Rocieros: Cosas de Mi Triana / Triana Se Está Vistiendo / Mi Pequeño Rociero / Saben Hacer el Camino,Raya Real,1,107579,47,6,0.473,0.662,10,-7.148,0,0.189,0.209,0,0.544,0.858,93.129,209547,0.0,204.16145,3,False,40,pop flamenco,2012-09-06,No
Me Falta el Aliento,Estopa,1,1745337,68,8,0.53,0.748,0,-9.731,1,0.112,0.204,0.000222,0.338,0.632,124.875,218173,0.26136,211.96336,4,False,60,pop flamenco,1999-10-18,No
Destrangis in the Night,Estopa,1,1745337,68,9,0.673,0.788,11,-5.604,0,0.0398,0.431,0,0.117,0.54,133.932,207507,0.23714,200.10957,4,False,47,pop flamenco,2001-10-23,No
Quiereme Mientras se Pueda - Remix,Manuel Turizo,3,6405426.666666667,76,11,0.651,0.755,4,-4.405,1,0.171,0.31,0,0.242,0.794,143.781,225417,1.20231,218.92354,4,False,49,colombian pop,2021-04-09,No
Gravedad,84,1,24139,35,11,0.556,0.955,8,-3.813,1,0.0581,0.0861,0,0.325,0.882,159.972,174750,0.13882,171.29941,4,False,43,spanish rock,2022-09-09,No
Honey,Besmaya,1,13036,48,6,0.818,0.572,6,-7.1,0,0.0875,0.0575,0,0.0506,0.589,125.034,150837,0.0,137.69434,4,False,50,tontipop,2021-05-28,No
cómo quieres que me enfade,daniel sabater,2,12538,39,7,0.596,0.329,9,-8.283,1,0.0501,0.577,0,0.0754,0.284,180.005,160250,0.23751,160.24998,3,False,50,desconocido,2020-04-16,No
qué pasó? ya te olvidaste de mi?,daniel sabater,1,23373,46,6,0.864,0.531,5,-8.575,0,0.0863,0.434,0,0.268,0.938,113.753,87297,0.22054,84.8283,4,False,44,desconocido,2022-09-16,No
Día Guay,Besmaya,1,13036,48,8,0.74,0.422,0,-12.83,1,0.0327,0.261,0,0.378,0.663,135.002,168444,0.36594,168.44444,4,False,40,tontipop,2020-04-24,No
Hablar De Nada,Viva Suecia,1,97024,58,8,0.821,0.443,2,-7.184,1,0.0343,0.0726,0.00577,0.0858,0.765,112.019,159307,0.0,146.19283,4,False,60,murcia indie,2022-10-06,No
Frágiles,Besmaya,1,13036,48,9,0.634,0.77,1,-5.437,0,0.0514,0.0132,8.7e-05,0.157,0.404,149.969,185490,0.0,175.76344,4,False,43,tontipop,2022-11-04,No
El Mundo en Nuestro Sitio,Malmö 040,1,12111,49,6,0.541,0.697,9,-4.587,1,0.0298,0.0498,0,0.146,0.357,77.503,175601,0.74893,164.3044,4,False,39,desconocido,2023-02-17,No
Por Tu Olor,El Kanka,2,514878.5,60,11,0.789,0.499,7,-10.111,1,0.0772,0.68,0.00403,0.156,0.786,161.171,221893,0.2507,211.94594,4,False,58,cantautor,2018-02-23,No
El Palmar,Luis Fercán,2,19870.5,39,8,0.593,0.216,11,-9.843,1,0.0564,0.9,0,0.155,0.412,84.312,187328,0.3658,182.05025,1,False,39,spanish rock,2022-06-23,No
Moguín,Jaguayano,1,7501,41,8,0.778,0.758,0,-5.969,1,0.174,0.616,0,0.481,0.968,104.976,198395,0.19379,198.39528,4,False,45,desconocido,2018-06-24,No
cómo quieres que te quiera,GREX,1,16549,44,9,0.643,0.409,1,-9.383,1,0.101,0.736,0,0.0915,0.716,100.903,146613,0.57392,142.00745,4,False,44,desconocido,2022-10-19,No
Todo se transforma,Jorge Drexler,1,781820,64,8,0.761,0.488,9,-7.326,1,0.043,0.199,0.00236,0.0864,0.682,100.024,217146,2.04336,210.2857,4,False,65,cantautor,2004-03-08,No
Be Honest (feat. Burna Boy),Jorja Smith,2,4460876.5,75.5,8,0.757,0.737,4,-6.728,0,0.114,0.311,0,0.113,0.635,98.057,207031,0.0,193.3932,4,False,73,r&b,2019-08-16,No
Broke,Samm Henshaw,1,267604,53,9,0.751,0.684,1,-4.325,1,0.303,0.433,5.92e-06,0.18,0.864,89.984,207722,0.20871,194.49034,4,False,61,british soul,2018-08-08,No
It Keeps Us Dancing,The Family Crest,1,32485,40,12,0.297,0.585,4,-9.131,1,0.0455,0.11,0.0414,0.117,0.0996,129.923,359562,0.32395,348.4967,3,False,28,bay area indie,2018-04-06,No
KEEP IT UP,Rex Orange County,1,5409117,75,9,0.708,0.477,8,-7.297,1,0.0565,0.292,1.75e-06,0.255,0.733,149.929,183000,0.1917,180.16943,4,False,61,bedroom pop,2022-03-11,No
"OPEN A WINDOW (feat. Tyler, The Creator)",Rex Orange County,2,8585576.5,81,8,0.541,0.607,2,-7.174,1,0.0482,0.282,0,0.193,0.548,79.974,218587,0.14404,213.9951,4,True,61,bedroom pop,2022-03-11,No
The Kiss Of Venus (Dominic Fike),Paul McCartney,2,2775051.5,72.5,7,0.715,0.374,8,-6.665,1,0.0399,0.627,0,0.11,0.633,89.982,143531,0.18612,139.27908,4,False,65,beatlesque,2021-04-16,No
7AM,Rex Orange County,1,5409117,75,9,0.64,0.393,1,-7.584,1,0.0411,0.5,1.66e-05,0.0978,0.505,148.166,199200,0.16268,192.2264,4,True,53,bedroom pop,2022-03-11,No
Beach Boy,BENEE,1,755433,66,7,0.734,0.67,11,-5.691,1,0.0248,0.167,7.32e-06,0.136,0.578,110.985,192695,0.23941,182.48563,4,True,61,alt z,2022-03-04,No
Chicken Wings,Samm Henshaw,1,267604,53,9,0.672,0.625,8,-7.583,0,0.374,0.296,1.15e-05,0.91,0.663,89.954,168268,0.0,161.75601,4,False,45,british soul,2022-01-28,No
Al Mal Tiempo Buena Cava,La Cava,1,9084,36,10,0.795,0.725,5,-8.066,0,0.238,0.381,0,0.281,0.967,102.973,204565,0.19274,198.13586,4,False,37,desconocido,2014-11-24,No
Cuando vuelva a Sevilla en primavera,Siempre Asi,1,127855,51,9,0.56,0.867,7,-10.014,1,0.617,0.232,0,0.785,0.518,99.998,331160,0.0,331.16,4,False,30,pop flamenco,2013-09-24,No
Love In Transaction,The Reytons,1,87248,56,8,0.394,0.943,11,-5.283,0,0.08,1.92e-05,0,0.272,0.641,175.083,190107,3.29723,185.92798,4,False,40,english indie rock,2023-01-20,No
O Sole Mio,Luciano Pavarotti,1,865950,62,8,0.252,0.142,3,-14.942,1,0.0449,0.983,1.89e-06,0.752,0.196,87.344,188333,3.98222,171.8683,4,False,42,canzone napoletana,2007,No
How Deep Is The Ocean?,Billie Holiday,1,1754113,64,9,0.628,0.366,5,-11.514,0,0.0778,0.912,0,0.0947,0.627,139.226,179853,0.0,172.51846,4,False,41,adult standards,1956-01-01,No
Bad Boy / Having a Party,Luther Vandross,1,2711589,63,16,0.699,0.696,11,-9.582,0,0.26,0.196,0,0.32,0.821,121.233,316227,0.35397,307.96625,4,False,49,quiet storm,1982-09-21,No
Mentos,Santans,1,190,2,11,0.705,0.718,6,-5.315,0,0.0284,0.169,2.33e-06,0.209,0.587,106.988,222879,0.16921,218.63329,4,False,8,desconocido,2023-04-14,No
To Get Away,Richard Rourke,1,82,5,7,0.65,0.549,0,-7.039,1,0.0939,0.505,0.000195,0.0844,0.435,80.111,193707,0.20971,182.82231,4,False,15,desconocido,2023-04-12,No
Modo Sexo,Crazy Point,2,49448,48,9,0.794,0.638,1,-5.03,0,0.429,0.242,0,0.0719,0.757,143.802,190280,0.11624,190.27995,4,True,61,rap dominicano,2022-05-03,No
Call It Love,Felix Jaehn,2,668121,75,9,0.616,0.841,5,-4.779,0,0.076,0.0559,0.00217,0.417,0.714,110.029,154561,0.0,152.49706,4,False,84,edm,2022-09-16,No
Highs & Lows - Scoobert Doobert Remix,Skinny Dippers,2,3019.5,31,9,0.586,0.683,2,-8.883,1,0.0602,0.103,0.101,0.196,0.498,109.98,208375,0.13039,203.03528,4,False,36,desconocido,2023-03-31,No
Éxodo,Nach,1,826967,58,10,0.72,0.861,9,-5.466,1,0.251,0.213,0,0.233,0.387,110.005,341000,0.16816,321.88663,4,False,42,rap conciencia,2018-10-25,No
Fyah Fyah,Selah Sue,1,450791,51,10,0.554,0.443,1,-6.47,0,0.329,0.288,4.21e-05,0.112,0.288,169.604,242467,0.1693,226.23782,4,False,38,belgian pop,2011-03-07,No
En tu agujero,Marea,1,583609,61,12,0.561,0.861,5,-4.791,1,0.0672,0.212,0.0088,0.0841,0.346,92.894,304400,2.41488,301.01187,4,False,53,punk urbano,2002-04-19,No
Verdad Que Seria Estupendo,Cómplices,1,189708,49,7,0.417,0.573,7,-12.172,1,0.0392,0.526,0.000582,0.413,0.334,74.916,195440,0.0,184.6741,4,False,26,cantautor,1991-10-14,No
Un Buen Dia,Los Planetas,1,156058,44,14,0.386,0.922,2,-6.067,1,0.0478,1.45e-05,0.737,0.169,0.579,128.47,231080,0.0,222.06984,4,False,52,granada indie,2000-09-14,No
Castle On A Cloud,Isabelle Allen,1,914,32,4,0.403,0.0588,9,-22.724,0,0.0589,0.907,0,0.3,0.409,120.689,71600,3.52363,71.6,5,False,47,desconocido,2013-01-01,No
"Defying Gravity - From ""Wicked"" Original Broadway Cast Recording/2003",Stephen Schwartz,5,120972.8,58.4,14,0.333,0.377,6,-8.282,1,0.0343,0.722,0,0.0333,0.245,87.613,353920,0.41846,349.14685,4,False,55,broadway,2004-01-01,No
Live And Let Die - 2018 Remaster,Wings,1,965242,64,8,0.391,0.375,7,-12.573,1,0.046,0.0797,0.013,0.143,0.116,153.802,192773,0.35224,177.63264,4,False,68,album rock,1973-04-30,No
The Winter Song,Maika Makovski,1,24918,36,5,0.625,0.921,5,-7.418,1,0.0707,0.523,0.000539,0.0435,0.57,106.111,135298,0.40036,130.82703,4,True,16,spanish indie folk,2023-04-14,No
The Dreamer,Anderson .Paak,3,975588.3333333334,51.666666666666664,10,0.52,0.778,9,-4.161,1,0.26,0.324,0,0.896,0.388,164.677,339973,0.0,335.02332,4,True,45,escape room,2016-01-15,No
Fly As Me,Bruno Mars,3,17290040,79,11,0.783,0.627,2,-8.521,1,0.102,0.00756,0,0.0606,0.48,100.025,219389,0.21125,215.5218,4,False,63,dance pop,2021-11-12,No
ME MIRABAS,María Escarmiento,2,20010,46,7,0.879,0.623,11,-5.864,0,0.0448,0.24,0.000501,0.102,0.877,130.089,143183,0.0,143.18304,4,False,40,latin talent show,2023-02-03,No
La canción del daño,León Benavente,1,75365,40,10,0.607,0.698,5,-4.487,1,0.031,0.411,1.89e-05,0.173,0.723,134.982,295400,0.18281,285.86087,4,False,37,spanish indie pop,2019-09-13,No
"Ánimo, Valiente",León Benavente,1,75365,40,10,0.506,0.868,10,-4.636,1,0.0332,0.00687,0.705,0.0878,0.671,129.015,224187,0.07533,215.57407,4,False,44,spanish indie pop,2013-07-26,No
Mi Fábrica de Baile,Joe Crepúsculo,1,31139,34,8,0.621,0.949,9,-4.605,0,0.0345,0.000279,0.455,0.0622,0.433,124.039,265433,0.19125,253.59673,4,False,44,spanish indie pop,2013-01-01,No
Leef,André Hazes Jr.,1,307664,48,9,0.673,0.727,9,-6.587,0,0.0401,0.282,0,0.178,0.782,121.016,217903,0.0,212.53806,4,False,59,dutch pop,2016-03-11,No
U C Me Fly (Sabes que lo voy a hacer si todos me dicen que no),Medida Desastre,1,28,0,11,0.765,0.728,7,-5.248,0,0.0879,0.00466,0.0993,0.0898,0.569,107.0,260314,0.0,245.31882,4,False,0,desconocido,2022-07-21,No
Huracán,Hakuna Group Music,1,65048,51,9,0.6,0.452,0,-8.993,1,0.0281,0.606,3.5e-06,0.104,0.265,156.06,214933,2.82122,203.66222,4,False,51,desconocido,2022-08-18,No
Nadie Te Ama Como Yo,Martín Valverde,1,95573,45,10,0.547,0.261,8,-14.01,0,0.0284,0.821,0.0275,0.0933,0.238,78.161,336080,1.01338,329.71756,4,False,56,deep latin christian,1990,No
Physical - Remastered 2021,Olivia Newton-John,1,1362220,67,8,0.84,0.728,4,-8.473,0,0.0436,0.127,0.00114,0.114,0.74,124.066,225993,0.93048,214.1228,4,False,64,adult standards,2021-10-22,No
Lump,The Presidents Of The United States Of America,1,571002,56,5,0.499,0.873,6,-3.902,1,0.0386,0.00468,0,0.165,0.864,142.726,134200,0.22059,128.91138,4,False,14,alternative rock,1995,No
99 Problems,Hugo,1,59141,46,8,0.529,0.557,9,-7.762,1,0.0738,0.0357,3.93e-05,0.0734,0.592,162.599,137427,0.20848,130.97797,4,False,62,thai folk,2011,No
"Hey, Ma",Bon Iver,1,3427387,74,8,0.325,0.286,0,-10.956,1,0.0335,0.873,0.000361,0.0969,0.216,144.296,216707,3.09986,207.74893,4,False,65,chamber pop,2019-08-09,No
Desahogo (feat. Carla Morrison),Nicky Jam,2,11320696.5,76.5,8,0.752,0.529,1,-5.842,0,0.369,0.31,0,0.0875,0.643,89.249,198253,0.06385,192.66177,4,False,58,latin hip hop,2020-06-28,No
See You Again (feat. Kali Uchis),"Tyler, The Creator",2,8206927,86,7,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387,0.0,180.38667,4,True,95,hip hop,2017-07-21,No
Andetag,Måns Zelmerlöw,2,80082.5,36.5,8,0.594,0.717,8,-7.364,1,0.0495,0.0522,0,0.145,0.57,122.032,208400,0.23215,200.32436,4,False,43,swedish idol pop,2023-04-07,No
Higher Than Heaven,Ellie Goulding,1,12035834,81,6,0.49,0.904,1,-3.906,0,0.106,0.00382,0,0.0724,0.789,103.893,209153,0.21392,203.29651,4,False,35,indietronica,2023-04-07,No
Temptation,Ellie Goulding,1,12035834,81,8,0.727,0.859,11,-4.008,0,0.0281,0.0174,2.81e-05,0.208,0.776,117.987,183100,0.24961,177.74295,4,False,32,indietronica,2023-04-07,No
Let It Die,Ellie Goulding,1,12035834,81,9,0.618,0.872,2,-5.291,0,0.269,0.449,2.28e-06,0.074,0.729,120.092,166890,0.19791,163.8574,4,False,33,indietronica,2023-04-07,No
Creiem - Believe,La Pegatina,2,134241.5,53,9,0.615,0.662,1,-8.768,1,0.0641,0.397,1.93e-05,0.463,0.467,148.975,219187,0.11619,211.05779,4,False,42,rumba catalana,2023-04-05,No
Midnight Dreams,Ellie Goulding,1,12035834,81,8,0.699,0.872,10,-3.506,0,0.0544,0.187,0,0.137,0.84,115.679,192783,0.25497,185.9512,4,False,40,indietronica,2023-04-07,No
Today,Brvs,2,74354.5,37.5,9,0.822,0.527,9,-7.458,0,0.0319,0.76,0,0.102,0.586,110.005,225960,0.0,216.13715,4,False,33,desconocido,2023-03-31,No
Inspired,Miley Cyrus,1,21070995,87,9,0.55,0.518,7,-6.055,1,0.0253,0.464,0,0.125,0.217,103.955,201160,0.06884,191.00735,4,False,44,pop,2017-09-29,No
Wildflowers - Recorded at Spotify Studios NYC,Miley Cyrus,1,21070995,87,7,0.36,0.509,5,-9.923,1,0.0354,0.465,0,0.148,0.504,174.061,185464,0.31306,177.20308,4,False,56,pop,2017-10-25,No
MOTTO,NF,1,8563535,81,7,0.685,0.882,0,-4.103,0,0.296,0.082,0,0.286,0.715,80.283,217272,0.24376,215.12128,4,False,74,hip hop,2023-04-07,No
CAREFUL,NF,2,5243901.5,74.5,12,0.834,0.834,11,-4.035,0,0.0591,0.0671,0,0.373,0.344,130.024,209500,0.4527,204.36462,4,False,77,hip hop,2023-04-07,No
PANDEMONIUM,NF,1,8563535,81,10,0.847,0.714,4,-4.42,0,0.115,0.44,0,0.271,0.302,98.996,197007,0.0,192.09868,3,False,73,hip hop,2023-04-07,No
SUFFICE,NF,1,8563535,81,12,0.583,0.51,1,-4.671,1,0.365,0.296,0,0.101,0.477,160.024,265529,0.24948,261.75854,4,False,70,hip hop,2023-04-07,No
BULLET,NF,1,8563535,81,8,0.668,0.883,6,-4.031,0,0.279,0.287,0,0.48,0.144,82.874,222511,0.21687,218.9932,4,False,71,hip hop,2023-04-07,No
LET EM PRAY,NF,1,8563535,81,9,0.583,0.676,4,-4.954,0,0.238,0.246,0,0.12,0.182,99.502,213577,0.2961,210.68626,4,False,69,hip hop,2023-04-07,No
Kissing You,Sam Smith,1,22695748,84,16,0.168,0.225,5,-14.452,0,0.0335,0.945,0.0983,0.106,0.24,84.136,295266,0.0,279.6495,4,False,57,pop,2023-04-12,No
PURA DINAMITA,BRÜNNE ROMEO,1,925,45,7,0.665,0.621,6,-6.289,0,0.257,0.00378,0,0.0999,0.702,171.941,152326,0.0,149.2927,4,False,18,desconocido,2022-09-30,No
UN CIGARRO SIN MECHERO,BRÜNNE ROMEO,1,925,45,8,0.842,0.698,9,-9.554,1,0.0658,0.275,0.133,0.119,0.877,144.98,164523,0.44113,157.51256,4,False,39,desconocido,2022-04-08,No
Reina,Ruth Lorenzo,1,40166,32,10,0.388,0.768,7,-5.364,1,0.0825,0.00903,0.000611,0.172,0.452,95.032,218720,0.22639,213.165,4,False,30,spanish pop,2023-04-14,No
El Hogar,Chica Sobresalto,1,36133,41,9,0.643,0.453,4,-8.365,0,0.0376,0.289,0.000229,0.31,0.155,129.887,248573,0.11025,229.51764,4,False,42,tontipop,2023-04-21,No
on the way down,Wrabel,1,240847,61,12,0.41,0.394,2,-7.835,1,0.0309,0.12,4.73e-05,0.112,0.251,119.198,272467,0.0,265.60144,4,False,26,alt z,2023-04-21,No
feel it now (alive),Wrabel,1,240847,61,8,0.448,0.637,0,-7.06,0,0.0384,0.0162,2.24e-05,0.11,0.0906,133.936,211267,0.0,203.92345,4,False,47,alt z,2023-04-21,No
Selfish Soul - ODESZA Remix,Sudan Archives,2,857467.5,62,8,0.623,0.888,9,-5.122,0,0.0833,0.0321,0.0143,0.526,0.187,107.022,206211,0.17329,197.358,4,True,67,afrofuturism,2023-04-16,No
Be My Lover (feat. La Bouche) - 2023 Mix,Hypaton,3,8809703,71.66666666666667,8,0.589,0.973,8,-5.317,1,0.0426,0.0347,0.000945,0.45,0.115,126.003,169524,2.05497,161.58186,4,False,80,desconocido,2023-04-21,No
Boat,Ed Sheeran,1,112734371,90,9,0.715,0.194,4,-8.615,1,0.0329,0.726,1.14e-06,0.36,0.367,102.855,185676,0.34213,179.85596,4,False,74,pop,2023-04-21,No
Mermaids,Florence + The Machine,1,6411390,77,10,0.414,0.537,9,-9.21,0,0.0368,0.434,0.00441,0.127,0.119,117.038,275319,0.24957,266.18777,4,True,66,baroque pop,2023-04-21,No
Cupido,Conchita,1,193344,55,9,0.828,0.596,1,-5.516,1,0.0285,0.179,0,0.0971,0.896,109.998,187507,0.22172,185.2662,4,False,40,spanish pop,2023-04-19,No
The Entertainer - Live at the Great American Music Hall - 1975,Billy Joel,1,5205105,76,10,0.485,0.855,5,-8.47,1,0.226,0.0993,0,0.343,0.419,103.006,336798,0.0,326.75702,4,False,44,album rock,2023-04-21,No
When We Come Alive,Armin van Buuren,3,1587239.6666666667,62,9,0.575,0.948,9,-4.87,1,0.141,0.00141,0.000119,0.332,0.102,103.474,180024,0.0,173.33116,3,False,66,dutch trance,2023-04-21,No
Adiós (Album Version),La Musicalité,1,33636,29,15,0.617,0.208,9,-8.827,1,0.0294,0.798,0,0.131,0.362,143.914,288293,0.26109,283.99167,4,False,17,spanish pop rock,2007-07-03,No
positions,Ariana Grande,1,91141321,88,8,0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,172325,0.20912,162.10431,4,True,85,pop,2020-10-30,No
hope ur ok,Olivia Rodrigo,1,25640957,82,10,0.443,0.298,0,-12.181,1,0.0644,0.388,1e-05,0.103,0.172,77.253,209560,0.2151,185.57388,4,False,75,pop,2021-05-21,No
enough for you,Olivia Rodrigo,1,25640957,82,9,0.638,0.259,7,-10.706,1,0.0898,0.753,0,0.219,0.269,88.485,202827,0.23773,195.94159,4,False,77,pop,2021-05-21,No
Little Freak,Harry Styles,1,27901587,88,9,0.559,0.535,3,-7.723,1,0.039,0.719,0.000143,0.0954,0.402,141.96,202183,2.05497,193.36417,4,False,82,pop,2022-05-20,No
august,Taylor Swift,1,76788185,100,12,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923,2.60063,240.59357,4,False,88,pop,2020-07-24,No
The Way I Loved You (Taylor’s Version),Taylor Swift,1,76788185,100,10,0.402,0.732,5,-4.665,1,0.0484,0.0033,0,0.108,0.472,161.032,243137,0.22608,233.33733,4,False,85,pop,2021-04-09,No
